text,target
" She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her",4
tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,2
goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,4
 me too. I hate my computer so much..,0
 fine! Going to do my big walk today 20 or so miles,4
I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,0
Mmmmmmmm... ? it in the morning,2
 me neither,2
"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",2
Bugger. forgot I still have washing in my machine,0
"_Laurie sending love, blessings & healing thoughts to you & family  peace",4
My back hurts...really bad,0
" ah yes, I know that feeling",2
Night of the cookers with my dad,2
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,0
 Nope I am in Coquitlam,2
 Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,0
  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,4
Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,2
Few Bevvies 2day in twn..great on a day off!!,4
first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,4
 good morning,4
 its the best show EVER!,4
URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,0
i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,2
 I want to know when the auditions are Mander! Text or...reply please!,2
or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,0
 I miss my neice  can`t wait to see her bad n grown ****! Lol,0
i need to get my computer fixed,2
really hopes her car`s illness is not terminal...,0
"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",2
 no sir...i woulda put honey...but i don`t have any,2
who watched X-men origins: wolverine? i totally loved it! haha,4
 I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,4
 I`m sad that I missed you guys last night!,0
Finally got a call for marriage counseling 3 days late....,2
 ok then,2
_420 why baby?,2
today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,0
We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,2
lost my tooth 2day whilst i was eating gum...oww,0
happy 1 year! <3,4
"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",4
 *phew*  Will make a note in case anyone else runs into the same issueï¿½,2
  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0
I`m starving!! This diet is killing me but I can`t eat after 8pm,0
 i talk to you,2
im soo bored...im deffo missing my music channels,0
 nite nite bday girl  have fun at concert,4
"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",2
_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,2
should be sleeping.  lost my voice a couple day ago.,0
http://twitpic.com/66xlm -  hate when my PARKED car gets hit,0
 I`ve heard this fall. I`m waiting too!,2
 more nightmares?  *huggles*,2
I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,0
going to bed its late and I have headache,0
happy mother`s day to all moms out there...,4
Grabbing coffee from  then making mom breakfast,2
im thinking that im going to have fun tonight....and maybe some changes are coming,4
 thanks. before the major chop.,2
" Haha I know, I cant handle the fame!  and thank you!",4
just got up and updated my ipod,2
 yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,4
 We never miss ICarly - my son has a huge crush on Miranda,4
Saw James carville in the store today. His head is really that bald,2
yellow for   ? http://blip.fm/~5z05g,2
 which means you`re just going to have to come back to vancouver and have it our way! hahah,2
Feeling smooth like chrome,4
Ew traffic,0
"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",2
@_Ra_Ra_ your not alone...i need coffee too.,2
 Sounds like me,2
Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,2
Walking to class. I hate not having a bike....especially mine.,0
_nesmith,2
"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",0
"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",4
happy mother`s day to all the mothers in the world.,4
"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",4
Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,4
The exception for a short dude: Larenz fineass Tate yum,2
"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",4
"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",4
 Yes i work 6 to 3...,2
" Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",2
Done at the spa   now meeting vic for some late lunch!,2
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,4
 Always have wanted to go to Oz,2
 Thx,2
 http://twitpic.com/4jaz5 - Cool... luv it,4
  that`s why I need to be there...To represent the Blackberries,4
Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,2
 If only we could ever actually be allowed to stay here and do that,2
 Let me know how that turns out!!,2
 was that sass I detect?  As long as it isn`t back sass! Haha,2
" yeah I was thinking about that ,ahaha",4
 Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,2
I`m not sleeping at all until  accepts my appology,0
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",0
" I live for pain, bring it on",2
"okay, i`m out for a while  back later!",2
  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,2
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,4
Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,2
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",0
going to shower because i don`t want to smell at school tomorrow,2
 Sigh... you know I am...,2
"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",4
Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,2
just got home from work.... and is chugging down a big bottle of apple juice.,2
 Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,0
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,4
 it was only once for my big brother...and I`m done now,2
good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,2
"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",4
FTSK and Mercy Mercedes were amazing tonight.. as always,4
  hope he is ok!,4
can`t school just be done already? it hurts too much... seeing him every day,4
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",2
 Hell Yeah!,2
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,2
 i know!!,2
 huh what the ****? Smelly? Noooo. I love alex Vixon,2
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",4
" Happy b-day! Just woke up on this side of Earth, so wishes are bit late",4
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",4
HAPPY MOTHERS DAY.!,4
" *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",4
  Thanks,4
twittering after 2 days!,2
Getting ready for week  Its too nice today to be stuck inside working!,4
I am tres depressed,0
"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",0
Happy Mothers Day people. i love my mom a lot still,4
 I`m sorry to hear that.,0
" That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",4
" it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",4
Is getting the hang of Twitter.,2
You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,0
I want it BACK NOW!: http://bit.ly/PP1WZ,2
Going to miss my roomie ... We will no longer be roomies starting tomorrow,0
"bathing with two little angels, Keyla and Janice.",2
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",0
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,2
"Family is here,hanging with them",2
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,4
 what`s goin on hun?  I`m worried about you,0
 Im not bannished... but I am at work till 6,0
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",2
" red top tabloids, build em up, knock em down",2
tonight in party w/ my girls (minus vita),4
  why not now you made me sad I thought you`d be jumping for joy,2
 Simple my a#@,2
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",2
" I saw the play of it here, it was amazing",4
 _ i am glad to break my twitter virginity with you two.,4
Dinner with the fam... I have missed them,0
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",2
Hell yeah Kellynn got a Twitter. Finally.,2
" I know   It was worth a shot, though!",4
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",4
Ship. I`m stuck.,0
DUSTBIN BABY ON AT 11.30 Cannot wait  x,4
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",0
,2
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,2
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,2
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,0
today is a busy day. exhausting!,0
" I was going to go on Sunday, but now I`ve got too much going on that weekend",2
 Sorry to hear ur flight got cancelled  that blows!!!,0
ohh my tooth is hurts ohh  im sad it very hurts,0
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",4
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,0
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,2
sore throat. Planning the TET outing to Marwell though...good times,2
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,4
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,0
 There!,2
?sucks!?..,0
 whens the sway sway winner announced?,2
 K will check it out...,2
" doing pretty well, up and wide awake",4
"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",2
I Miss Daddy and Mommy,0
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",0
I just realized that I can`t forward text msgs with my iPhone.,2
"My frist post... Off to find a new car for my parents, exciting!",4
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,0
seriously bored without anyone to talk to... but not tired enough for sleep,0
 I am lost. Please help me find a good home.,0
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",2
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,0
 LMAO... Smh!  that one threw me off.,2
 oh nice going!,4
Is getting ready for work... Working all weekend,2
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,4
 i agree with you!,4
 I only do computers. Am hopeless at everything else,0
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",4
_2nd aww thanks!,4
 Sorry RB is on PS3 for me,0
I saw amazing heeels. But they were too big,2
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,0
dang last url went down  ? http://blip.fm/~7aigm,0
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",0
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,0
 my boss. She`s moving to NYC,2
this is sooo crazy i have fever..,0
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,0
I think i need some new friends,2
 Looking forward to your gig in Ireland!!!  See ya there!,2
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,4
aww  you loooove me,4
"is hungry, twitter.  i want food. </3",2
awesome lucky you,4
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",2
" haha im jewish, i love that one",4
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",2
 l`m on 3 days too matt. No fun this weekend.,0
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,2
 I feel your pain. Mine is the same way,0
comes home in two days,2
 Sadly no. It didn`t come with one...,0
Cant wait to see my boy tomorrow,4
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,2
 aww I miss driving down elmwood,0
Omg Wango Tango was **** AWSOME! I love my baby for taking me,4
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",4
_30439 I really wish I could go!,4
" yeah real hard, but I know you`ll get by with it... smile",2
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,0
  This has made my night!!  Way too funny!!,4
Woo CAVS.  Happy Mother`s Day!,4
 I make that same face when I get home and your mom is watching soaps.,2
I have to go to work now.,2
 I can`t believe you went and got boba without me.,2
"  And to you too, how are you today?",2
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,4
19 days and counting,2
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,0
BRAINFREEZE,2
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,2
"My sunburn is peeling,",0
perky purple nail polish isn`t as perky when its chipped,2
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",2
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,0
I hate the dentist,0
" nothing aimed at you, just joining in...sorry",0
I`m taking a twitter break. Cell is dying,0
 qood morninq,2
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,2
needs more followers,2
I wish I could get my nails done  stupid job,0
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,2
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,2
 Have a good one,4
" yep infact she is popular, miss india 99, talented film actress .... and lot more",4
Dosen`t Want To Go To Work Tomorrow,0
Daniel has won DSDS. His voice is great.,4
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,2
was hoping to go to Red Lobster this weekend,2
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,4
I sure do hope it becomes 4:20 this afternoon ...,4
 it means that you are now FAMOUS. Congrats!,4
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,0
"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",4
tamlyn wishes she was as cool as my sock draw,4
 so no rice or crusty bread with the chili .... aawww,2
"  We are of like minds this evening , my dear!",2
come and save me from my packing please?!,2
"Yes, I love tea. If that makes me typically English then so be it",4
 a mouth for sure,4
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,2
 pancakes!! with lemon and sugar thanks!,4
" Si, no bueno  I guess I just don`t entertain him :/",0
I`m so hunrgy right now and these heels kill me I can hardly walk in them,0
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,0
" Yay, three followers! Good to know more than one person in this big wide world likes fishies.",4
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,0
Goodmorning,4
Took a shift tomorrow.    I don`t really feel like working right now.,0
" I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",4
Saw a black snake in the garden.  Went back for a picture and it was gone,2
http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,4
No waterfront anymore   faccia luna and clarendon will have to do,0
loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,4
Slipped up and caught the flu  feeling like poop!,0
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",4
Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,0
Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,2
"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",2
" If u do, please pray 4 me.  Lord knows I need it.",2
aaaaaw i want to live in the USA,2
Morning tweeple,4
" Hey, I didn`t get any !!!",2
 Now you only have 2 hours to sleep...  - Rest if you need it.,4
"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",2
I don`t want to sit at home on prom night. Someone hang out with me,0
Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,4
concert tonight  chackin out and not coming tomorrow!,2
 what happened? I thought you were coming back today....,2
 lol dammit  well then next time then,0
 lol. just don`t ever forget me,4
 Still jealous,0
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,0
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,0
this week of mine was not easy!  but finally it`s over! (:,0
   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,4
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,4
" 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",2
"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",2
 but you always have lee. Let`s go to Paris,2
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,4
cooking with my dad  having lots of fun in the kitchen together,4
Bouncing Rush makes me feel nauseous,0
Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,4
playing singstar without my fave duetter,0
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",4
" That`s just weird... :\  Oh, and what was it you were drawing for me?",0
Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,4
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",0
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",4
"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",0
 FIL 461 with cool people like me,4
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,4
 i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,2
my son got stung by a bug for the first time  his little finger is slightly swollen.,0
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,2
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,2
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,0
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,4
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,0
I`m missing crab legs and attending my going away instead!,0
Hicks are mean!,0
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",0
"back soon, need to run to the shops and cut the grass",2
I`m up. I have a plan to transform my bedroom today. Random.,2
"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",0
 thats another sponsor,2
" And most of us are going to be stuck in an office, some without windows",0
 No it`s not sad. Should make you proud,0
"   Sorry, we`ll try to keep it down.",0
is home alone.. Doing hw,2
"According to , a quarter of families under six live in poverty.",0
the plan to not spend money is not going well,0
uploading all my bamboozle pictures of facebook,2
 congratulations ! you guys finish a month early than we do. booo,4
" actually, I wish I was back in Tahoe.  I miss it there.",0
"Woke Up,I Wanna Stay In My bed",2
 but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,0
" It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",2
_Marie Wish I could make it too!!! I hate my commute sometimes,2
workin a long day today... hopefully i can make some good tips,4
 but it all went too quick and there wasn`t a chance lol,0
Hates headaches! Maybe I`m not ready to rock,0
 Thanks for the support,4
there`s really no android twitter app of Tweetie`s calibre,2
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",4
Nyappy mother`s day to your mom`s.,4
yeah.... and im gonna take ur picture off my ipod baby..,2
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,0
 lol same here....wish there was a way to microsize everything...lol,2
" 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",0
"_Libertine um, glad you enjoyed it...",4
About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,2
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,0
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,0
I miss her alot and its only been one day,0
 sounds like you all had a great night . i`m glad it was successful,4
 Thanks for sharing that,4
 you should say mlia instead of fml  i hope you find it soon,4
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",4
 nah jkin he`s hot! so... bored now,2
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,4
 yes i have read them many times.,2
 Cuz you play a grown up on Twitter?,2
i am living in ignorance  :@,0
 nope... it is telling you that you want cameo creams,2
 AWWWW  we`re gonna miss you!,0
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,4
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",2
today was a lovely day! I had fun with  and  this evening!,4
 Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,0
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",0
 it was amazing,4
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,2
I`m sick and sad .... missing out on Martini Lounge tonight,0
Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,2
Really wishes he had some spare cash to buy the new Punch Out for Wii,0
"Aw, not going to Toronto anymore.",0
 So sorry to hear about your mom! that really sucks,0
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,4
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,0
I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,0
 sweet dreams,4
 hay wats ur AIM? we should chat,2
. Okay kool... I might be touring all summer long but we can make it happen!,2
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,0
"Time to watch OP, then some Dead Like Me, then sleep.",2
Having dinner with my grandma since I couldn`t be with my mum.,2
 haha thanks  its for history and its on how the invention of television has influence america lol,4
 yea so wassup,2
"Stupid jobs, idk what to do.",0
Shopped til i dropped....come bac sunshine i miss u,0
" Like your pics, Lucky Girl, again",4
 Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,2
Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,2
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,4
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",2
 Yes! Join us! All we require is a cupcake donation...,2
i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,0
_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,0
 Can`t access your site!,2
And the Sun is shinning.........at last,4
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",0
 nup no cd either.. just a whole bunch of zeros and ones you can have for free,2
My graduation day... And i feel like a failure...,2
ops   that lol wasnt supposed to got to twitter,2
"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",0
 What are u going to do today my girl?,2
why doesnt he want me anymore,0
bad hair day,0
.....headache,0
sorry guys i didn`t sign in for a while  sorry every1,0
" I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",2
mozart`s requiem!,2
" i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",2
_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,4
" I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",0
" OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",2
 no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,2
" http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",4
happy mother`s day mothers.,4
<---My expression watching this again: http://tinyurl.com/eqbwe,2
Stupid bipolar weather ruined my day off,0
 I didn`t want to tell you but I think it`s your body odour,0
 nice beta for easports still no news on the online for madden,2
 thats pretty bad quality and probably the worst pic u posted till date,0
I missed your calls,0
 Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,0
just came back from karaoke & eating dinner with emily. it was sooooo much fun,4
 Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,4
 sure i can talk....the fabulous **** part though is out  sorry dear,2
" did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",0
Just got back from working out. I`m feeling pretty good. work at 4:30,4
Ahhh My Satz blend didn`t save,2
" So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",4
DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,4
My ear are popping.,2
